dataset_id,record_id,ground_truth
Wolters_2018,https://openalex.org/W2177716859,0
Wolters_2018,https://openalex.org/W2014207518,0
Wolters_2018,https://openalex.org/W2017213597,0
Wolters_2018,https://openalex.org/W1968615695,0
Wolters_2018,https://openalex.org/W2070192934,0
Wolters_2018,https://openalex.org/W2112924247,0
Wolters_2018,https://openalex.org/W2161507377,0
Wolters_2018,https://openalex.org/W1548601518,0
Wolters_2018,https://openalex.org/W2079205844,0
Wolters_2018,https://openalex.org/W2061781158,0
Wolters_2018,https://openalex.org/W2116858157,0
Wolters_2018,https://openalex.org/W1983431366,0
Wolters_2018,https://openalex.org/W2623431870,0
Wolters_2018,https://openalex.org/W2046061068,0
Wolters_2018,https://openalex.org/W2106873983,0
Wolters_2018,https://openalex.org/W1575894848,0
Wolters_2018,https://openalex.org/W2342602748,0
Wolters_2018,https://openalex.org/W1886603771,0
Wolters_2018,https://openalex.org/W2018337921,0
Wolters_2018,https://openalex.org/W2115759676,0
Wolters_2018,https://openalex.org/W2119903929,0
Wolters_2018,https://openalex.org/W2034328037,0
Wolters_2018,https://openalex.org/W2034863540,0
Wolters_2018,https://openalex.org/W2097949404,0
Wolters_2018,https://openalex.org/W2008604482,0
Wolters_2018,https://openalex.org/W2094184449,0
Wolters_2018,https://openalex.org/W2016216374,0
Wolters_2018,https://openalex.org/W2075138225,0
Wolters_2018,https://openalex.org/W2109334713,0
Wolters_2018,https://openalex.org/W2013395798,0
Wolters_2018,https://openalex.org/W2549480415,0
Wolters_2018,https://openalex.org/W2098819343,0
Wolters_2018,https://openalex.org/W1991847110,0
Wolters_2018,https://openalex.org/W2087534096,0
Wolters_2018,https://openalex.org/W4210678896,0
Wolters_2018,https://openalex.org/W2043990526,0
Wolters_2018,https://openalex.org/W2763376936,0
Wolters_2018,https://openalex.org/W2138687426,0
Wolters_2018,https://openalex.org/W2081967491,0
Wolters_2018,https://openalex.org/W2120040612,0
Wolters_2018,https://openalex.org/W2340797776,0
Wolters_2018,https://openalex.org/W2076428954,0
Wolters_2018,https://openalex.org/W2465048718,0
Wolters_2018,https://openalex.org/W2034197377,0
Wolters_2018,https://openalex.org/W2118410443,0
Wolters_2018,https://openalex.org/W4240153112,0
Wolters_2018,https://openalex.org/W2009586628,0
Wolters_2018,https://openalex.org/W2135512312,0
Wolters_2018,https://openalex.org/W2127115609,0
Wolters_2018,https://openalex.org/W2062675775,0
Wolters_2018,https://openalex.org/W2128008772,0
Wolters_2018,https://openalex.org/W1484757239,0
Wolters_2018,https://openalex.org/W2142790005,0
Wolters_2018,https://openalex.org/W2108531037,0
Wolters_2018,https://openalex.org/W2408747280,0
Wolters_2018,https://openalex.org/W2040607176,0
Wolters_2018,https://openalex.org/W2159898286,0
Wolters_2018,https://openalex.org/W2057379628,0
Wolters_2018,https://openalex.org/W2334674748,0
Wolters_2018,https://openalex.org/W4250162811,0
Wolters_2018,https://openalex.org/W2103699485,0
Wolters_2018,https://openalex.org/W2084292448,0
Wolters_2018,https://openalex.org/W2214367750,0
Wolters_2018,https://openalex.org/W2118067018,0
Wolters_2018,https://openalex.org/W2120596360,0
Wolters_2018,https://openalex.org/W2144453463,0
Wolters_2018,https://openalex.org/W2153134499,0
Wolters_2018,https://openalex.org/W1513023695,0
Wolters_2018,https://openalex.org/W2713626829,0
Wolters_2018,https://openalex.org/W1998448195,0
Wolters_2018,https://openalex.org/W2137502570,0
Wolters_2018,https://openalex.org/W2069262623,0
Wolters_2018,https://openalex.org/W2294928618,0
Wolters_2018,https://openalex.org/W2077449266,0
Wolters_2018,https://openalex.org/W2123394765,0
Wolters_2018,https://openalex.org/W1981792043,0
Wolters_2018,https://openalex.org/W2406020445,0
Wolters_2018,https://openalex.org/W2153017909,0
Wolters_2018,https://openalex.org/W1984225576,0
Wolters_2018,https://openalex.org/W2554199875,0
Wolters_2018,https://openalex.org/W4205565352,0
Wolters_2018,https://openalex.org/W2171486474,0
Wolters_2018,https://openalex.org/W2066289270,0
Wolters_2018,https://openalex.org/W2090746600,0
Wolters_2018,https://openalex.org/W2326683895,0
Wolters_2018,https://openalex.org/W2465414411,0
Wolters_2018,https://openalex.org/W2529404093,0
Wolters_2018,https://openalex.org/W2106953736,0
Wolters_2018,https://openalex.org/W2443304625,0
Wolters_2018,https://openalex.org/W32925647,0
Wolters_2018,https://openalex.org/W2323822120,0
Wolters_2018,https://openalex.org/W1966456295,0
Wolters_2018,https://openalex.org/W2122154074,0
Wolters_2018,https://openalex.org/W2164737082,0
Wolters_2018,https://openalex.org/W2756369835,0
Wolters_2018,https://openalex.org/W2417409462,0
Wolters_2018,https://openalex.org/W1977676423,0
Wolters_2018,https://openalex.org/W2553774099,0
Wolters_2018,https://openalex.org/W2079841454,0
Wolters_2018,https://openalex.org/W2755573009,0
Wolters_2018,https://openalex.org/W2059265373,0
Wolters_2018,https://openalex.org/W2345273543,0
Wolters_2018,https://openalex.org/W2034205517,0
Wolters_2018,https://openalex.org/W2139695342,0
Wolters_2018,https://openalex.org/W2123448069,0
Wolters_2018,https://openalex.org/W183178098,0
Wolters_2018,https://openalex.org/W2020681117,0
Wolters_2018,https://openalex.org/W2063431846,0
Wolters_2018,https://openalex.org/W2587200521,0
Wolters_2018,https://openalex.org/W2167964400,0
Wolters_2018,https://openalex.org/W2080577560,0
Wolters_2018,https://openalex.org/W1987631753,0
Wolters_2018,https://openalex.org/W1984435186,0
Wolters_2018,https://openalex.org/W2131756794,0
Wolters_2018,https://openalex.org/W2147366626,0
Wolters_2018,https://openalex.org/W2035813868,0
Wolters_2018,https://openalex.org/W2007349353,0
Wolters_2018,https://openalex.org/W2131078911,0
Wolters_2018,https://openalex.org/W1979216160,0
Wolters_2018,https://openalex.org/W180957169,1
Wolters_2018,https://openalex.org/W2053880193,0
Wolters_2018,https://openalex.org/W2289661106,0
Wolters_2018,https://openalex.org/W1552103637,0
Wolters_2018,https://openalex.org/W2245902549,0
Wolters_2018,https://openalex.org/W2108913198,0
Wolters_2018,https://openalex.org/W2020720726,0
Wolters_2018,https://openalex.org/W1968232933,0
Wolters_2018,https://openalex.org/W2328932654,0
Wolters_2018,https://openalex.org/W2473143713,0
Wolters_2018,https://openalex.org/W2108478355,0
Wolters_2018,https://openalex.org/W2137011929,0
Wolters_2018,https://openalex.org/W2132995106,0
Wolters_2018,https://openalex.org/W2520195570,0
Wolters_2018,https://openalex.org/W2150076690,0
Wolters_2018,https://openalex.org/W2021638811,0
Wolters_2018,https://openalex.org/W1973420021,0
Wolters_2018,https://openalex.org/W2516084725,0
Wolters_2018,https://openalex.org/W2074874117,1
Wolters_2018,https://openalex.org/W2159037669,0
Wolters_2018,https://openalex.org/W1540018919,0
Wolters_2018,https://openalex.org/W2254117199,0
Wolters_2018,https://openalex.org/W2091707126,0
Wolters_2018,https://openalex.org/W1840516745,0
Wolters_2018,https://openalex.org/W1418274437,0
Wolters_2018,https://openalex.org/W2566738615,0
Wolters_2018,https://openalex.org/W1976444009,0
Wolters_2018,https://openalex.org/W2127123571,0
Wolters_2018,https://openalex.org/W2157813392,0
Wolters_2018,https://openalex.org/W2168813311,0
Wolters_2018,https://openalex.org/W2117472379,0
Wolters_2018,https://openalex.org/W2612262305,0
Wolters_2018,https://openalex.org/W2007177191,0
Wolters_2018,https://openalex.org/W1991172914,0
Wolters_2018,https://openalex.org/W2557979116,0
Wolters_2018,https://openalex.org/W2068994310,0
Wolters_2018,https://openalex.org/W2329514152,0
Wolters_2018,https://openalex.org/W2006450352,0
Wolters_2018,https://openalex.org/W1979926555,0
Wolters_2018,https://openalex.org/W1542805522,0
Wolters_2018,https://openalex.org/W1992964909,0
Wolters_2018,https://openalex.org/W2133489687,0
Wolters_2018,https://openalex.org/W1495456107,0
Wolters_2018,https://openalex.org/W2388207037,0
Wolters_2018,https://openalex.org/W2900804479,0
Wolters_2018,https://openalex.org/W2150608189,0
Wolters_2018,https://openalex.org/W2790427241,0
Wolters_2018,https://openalex.org/W2460848525,0
Wolters_2018,https://openalex.org/W1985920977,1
Wolters_2018,https://openalex.org/W1986285946,0
Wolters_2018,https://openalex.org/W2730170709,0
Wolters_2018,https://openalex.org/W2053484568,0
Wolters_2018,https://openalex.org/W1948376220,0
Wolters_2018,https://openalex.org/W4298334763,0
Wolters_2018,https://openalex.org/W2008744058,0
Wolters_2018,https://openalex.org/W2597122852,0
Wolters_2018,https://openalex.org/W2011941985,0
