dataset_id,record_id,ground_truth,doi,pmid,year,duplicate_group,duplicate_status,abstract_index_gap_n,title_present,abstract_present,jev_decision,p_include,p_exclude,latency_ms,model,api_status,prompt_version,prompt_sha256,tfidf_score,tfidf_rank_pct,bm25_score,bm25_z,bm25_rank_pct,minilm_score,minilm_rank_pct,lexical_jaccard,query_coverage,title_query_coverage,doc_token_count,title_token_count,abstract_missing,log_doc_token_count,log_title_token_count,lr_loro_p_include,lr_loro_decision,lr_training_n,lr_training_positive_n
Bos_2018,https://openalex.org/W2500109500,0,https://doi.org/10.1186/s40478-016-0350-3,https://pubmed.ncbi.nlm.nih.gov/27487766,2016,,unique,0,True,True,exclude,0.0,1.0,412.9615330020897,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0078260052030698,0.0824277219602214,236.75782966567692,-0.1483666682998573,0.3487799876973549,0.5650624,0.6067254459708837,0.0873015873015873,0.1605839416058394,0.0583941605839416,137,17,0,4.927253685157205,2.8903717578961645,0.1633528777174193,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W1987504006,0,https://doi.org/10.1161/01.str.0000013563.73522.cb,https://pubmed.ncbi.nlm.nih.gov/11935038,2002,,unique,0,True,True,exclude,0.0,1.0,477.2573539994482,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0253522731439704,0.7820381381997129,252.10364519124693,0.293966817392237,0.5989337707607135,0.46569416,0.2780397785523887,0.1160714285714285,0.1897810218978102,0.0,113,3,0,4.736198448394496,1.3862943611198906,0.124537247696763,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2299650482,0,https://doi.org/10.3233/jad-150890,https://pubmed.ncbi.nlm.nih.gov/27060947,2016,,unique,0,True,True,exclude,0.0,1.0,363.62856599953375,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0116220551272685,0.2446175927824482,242.07391341574416,0.0048661039487185,0.4305925774041418,0.655454,0.8786139019889276,0.1041666666666666,0.1824817518248175,0.0510948905109489,128,18,0,4.859812404361672,2.9444389791664403,0.184900918164368,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W4237096961,0,https://doi.org/10.1212/wnl.59.3.383,https://pubmed.ncbi.nlm.nih.gov/12177372,2002,,unique,0,True,True,exclude,0.17,0.83,381.4839709993976,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0337811551977468,0.899118310436744,277.8301533302766,1.0355172420576166,0.9251589091654706,0.54867506,0.5460323969653476,0.135593220338983,0.2335766423357664,0.0364963503649635,131,11,0,4.882801922586371,2.4849066497880004,0.3383263901274511,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2410074111,0,https://doi.org/10.1055/s-2007-1002221,https://pubmed.ncbi.nlm.nih.gov/6852762,1983,,unique,0,True,True,exclude,0.0,1.0,358.1692629995814,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0102484447292769,0.183924543776912,187.17380301180637,-1.5775950666154066,0.0426491695714578,0.6115671,0.7674800082017634,0.0876288659793814,0.1240875912408759,0.0,74,10,0,4.31748811353631,2.3978952727983707,0.0835771304439721,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2229565311,0,https://doi.org/10.1177/0271678x15616400,https://pubmed.ncbi.nlm.nih.gov/26661233,2016,,unique,0,True,True,exclude,0.0,1.0,347.03730100045505,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0085580735976397,0.1072380561820791,188.1263074845628,-1.5501397239606196,0.0438794340783268,0.45663834,0.2524092679926184,0.1017699115044247,0.1678832116788321,0.0218978102189781,112,13,0,4.727387818712341,2.639057329615259,0.1165874441601398,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2155886909,0,https://doi.org/10.1001/archneur.1991.00530140099022,https://pubmed.ncbi.nlm.nih.gov/1993012,1991,,unique,0,True,True,exclude,0.0,1.0,372.7099520001502,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0053144303545786,0.0250153783063358,242.862868482058,0.0276072377747805,0.442075046134919,0.21360917,0.0049210580274759,0.1092436974789916,0.1897810218978102,0.0218978102189781,127,12,0,4.852030263919617,2.5649493574615367,0.0603772111407159,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2143615397,0,https://doi.org/10.1001/archneur.61.10.1531,https://pubmed.ncbi.nlm.nih.gov/15477506,2004,,unique,0,True,True,include,0.99,0.01,324.3784340011189,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0815699085056457,0.9981546032396964,287.00700835096296,1.3000343191870467,0.9694484314127536,0.6941954,0.9427927004305926,0.1707317073170731,0.2554744525547445,0.0583941605839416,103,9,0,4.6443908991413725,2.302585092994046,0.3330362354688134,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W1978994585,0,https://doi.org/10.1159/000051256,https://pubmed.ncbi.nlm.nih.gov/11244211,2001,,unique,0,True,True,exclude,0.0,1.0,347.3747009993531,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0089891627824673,0.1271273323764609,256.8600646862642,0.4310676193104629,0.6799261841295878,0.40076366,0.1314332581505023,0.1188118811881188,0.1751824817518248,0.0364963503649635,89,12,0,4.499809670330265,2.5649493574615367,0.1092048063321981,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2132390316,0,https://doi.org/10.1148/radiol.12120319,https://pubmed.ncbi.nlm.nih.gov/23151827,2013,,unique,0,True,True,exclude,0.0,1.0,453.56477799941786,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0126651970064762,0.2966987902399016,234.6787948329566,-0.2082935404103774,0.3194586836169776,0.53056455,0.4824687307771171,0.0943396226415094,0.1824817518248175,0.0291970802919708,153,16,0,5.0369526024136295,2.833213344056216,0.1203577705887521,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2050580417,0,https://doi.org/10.1016/j.clineuro.2012.06.031,https://pubmed.ncbi.nlm.nih.gov/22795769,2013,,unique,0,True,False,exclude,0.0,1.0,356.2717899985728,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0110140220167634,0.2161164650399836,79.00825286303292,-4.695399053597247,0.0100471601394299,0.5106807,0.4127537420545417,0.0482758620689655,0.0510948905109489,0.0510948905109489,15,15,1,2.772588722239781,2.772588722239781,0.2848160400990031,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2034624455,0,https://doi.org/10.1016/j.neurobiolaging.2008.11.004,https://pubmed.ncbi.nlm.nih.gov/19128858,2010,,unique,0,True,True,exclude,0.0,1.0,393.546029998106,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0171141264597295,0.5216321509124462,241.7046157974169,-0.005778667748184,0.4228009021939717,0.6063833,0.7521017018659012,0.1417004048582996,0.2554744525547445,0.0437956204379562,145,11,0,4.983606621708336,2.4849066497880004,0.2432644109982444,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2165676529,0,https://doi.org/10.3988/jcn.2007.3.1.57,https://pubmed.ncbi.nlm.nih.gov/19513345,2007,,unique,0,True,True,exclude,0.0,1.0,463.44027499981166,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.009877571431182,0.1652655320893992,201.63873584385573,-1.16065247081519,0.0701250768915316,0.32916743,0.0453147426696739,0.096045197740113,0.1240875912408759,0.0291970802919708,57,13,0,4.060443010546419,2.639057329615259,0.1363542268302141,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2742635950,0,https://doi.org/10.3174/ajnr.a5327,https://pubmed.ncbi.nlm.nih.gov/28775055,2017,,unique,0,True,True,exclude,0.0,1.0,466.1406289997103,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0421447657817667,0.9518146401476316,272.83545152592035,0.8915481023639853,0.887840885790445,0.70012605,0.9503793315562846,0.1196911196911196,0.2262773722627737,0.0437956204379562,153,16,0,5.0369526024136295,2.833213344056216,0.4260000143352461,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2056757880,0,https://doi.org/10.1191/096120300680199015,https://pubmed.ncbi.nlm.nih.gov/10866105,2000,,unique,0,True,True,exclude,0.0,1.0,318.9595809999446,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0289188477794219,0.8441664957965963,265.8819028471672,0.6911164329048101,0.8111543981956121,0.5615704,0.5952429772401067,0.1201716738197424,0.2043795620437956,0.0510948905109489,124,15,0,4.8283137373023015,2.772588722239781,0.4402996993327953,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W1978843018,0,https://doi.org/10.1159/000111582,https://pubmed.ncbi.nlm.nih.gov/18043004,2007,,unique,0,True,True,exclude,0.0,1.0,511.1281110002892,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0222398119914049,0.7080172237030962,248.8058400433833,0.1989096571026946,0.5439819561205659,0.50930977,0.4082427721960221,0.1527777777777778,0.2408759124087591,0.0291970802919708,112,13,0,4.727387818712341,2.639057329615259,0.2259122991088219,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2138047479,0,https://doi.org/10.1192/bjp.157.2.216,https://pubmed.ncbi.nlm.nih.gov/2224371,1990,,unique,0,True,True,exclude,0.0,1.0,315.07114300075045,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0120221932581456,0.2647119130613082,181.1545074089248,-1.7510974784616344,0.0360877588681566,0.6217305,0.7949559155218372,0.0987654320987654,0.1167883211678832,0.0218978102189781,41,5,0,3.737669618283368,1.791759469228055,0.1969740811257828,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W1989698345,0,https://doi.org/10.1620/tjem.195.135,https://pubmed.ncbi.nlm.nih.gov/11846209,2001,,unique,0,True,True,exclude,0.0,1.0,392.6667790001375,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.008915660719269,0.1217961861800287,229.4899331836652,-0.3578592155796589,0.2452327250358827,0.3540463,0.0701250768915316,0.11,0.1605839416058394,0.0145985401459854,85,9,0,4.454347296253507,2.302585092994046,0.0550551255281901,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2001653746,0,https://doi.org/10.1017/s1041610212000932,https://pubmed.ncbi.nlm.nih.gov/22874528,2013,,unique,0,True,True,exclude,0.0,1.0,660.9377710010449,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0192827740322957,0.6130818125897067,268.1373027828591,0.7561269182401763,0.8386303055156858,0.7098434,0.9618618002870616,0.1330472103004291,0.2262773722627737,0.0510948905109489,127,16,0,4.852030263919617,2.833213344056216,0.3426945523372026,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2741094455,0,https://doi.org/10.1136/annrheumdis-2016-210767,https://pubmed.ncbi.nlm.nih.gov/28754803,2018,,unique,0,True,True,exclude,0.04,0.96,498.4047999987524,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0516726168081033,0.979700635636662,280.0609264032417,1.0998178735560589,0.9399220832478984,0.5149262,0.4281320483904039,0.137546468401487,0.2700729927007299,0.0583941605839416,169,14,0,5.135798437050262,2.70805020110221,0.5108247149620047,include,12313.0,382.0
Bos_2018,https://openalex.org/W2134302786,0,https://doi.org/10.3758/s13415-013-0239-6,https://pubmed.ncbi.nlm.nih.gov/24425352,2014,,unique,0,True,True,exclude,0.0,1.0,300.64044699975057,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.015626063491333,0.4578634406397375,266.79126174686775,0.71732813153884,0.8201763379126512,0.50909704,0.4078326840270658,0.1254901960784313,0.2335766423357664,0.0145985401459854,150,10,0,5.017279836814924,2.3978952727983707,0.1258423934503697,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2527818344,0,https://doi.org/10.1016/j.pscychresns.2016.09.012,https://pubmed.ncbi.nlm.nih.gov/28017479,2017,,unique,0,True,True,exclude,0.0,1.0,449.9138530009077,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0227936832060998,0.7219602214476112,257.86959572299355,0.4601667168231879,0.6946893582120156,0.5312957,0.4855443920442895,0.1324200913242009,0.2116788321167883,0.0364963503649635,111,11,0,4.718498871295094,2.4849066497880004,0.2823796847873024,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2008971401,0,https://doi.org/10.1093/brain/117.4.747,https://pubmed.ncbi.nlm.nih.gov/7922462,1994,,unique,0,True,True,exclude,0.0,1.0,366.065902999253,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0129236972234224,0.3135124051671109,264.9943163557524,0.6655323102528371,0.8002870617182695,0.42675152,0.1812589706786959,0.11787072243346,0.2262773722627737,0.0072992700729927,157,7,0,5.062595033026967,2.079441541679836,0.0797656363763098,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2168123222,0,https://doi.org/10.1016/j.jns.2009.02.343,https://pubmed.ncbi.nlm.nih.gov/19278690,2009,,unique,0,True,True,exclude,0.0,1.0,386.9784679991426,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0148900886893067,0.4205454172647119,267.59370786274235,0.7404581363876186,0.831248718474472,0.63747674,0.8378101291777732,0.1,0.2043795620437956,0.0364963503649635,171,14,0,5.147494476813453,2.70805020110221,0.2033027973556514,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W1983183710,0,https://doi.org/10.1109/isbi.2013.6556463,https://pubmed.ncbi.nlm.nih.gov/24953139,2013,,unique,0,True,True,exclude,0.0,1.0,474.97309200116433,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0136656555583605,0.3512405167110929,228.9552654304747,-0.3732706774574474,0.2386713143325815,0.47897106,0.3169981546032397,0.1031390134529148,0.1678832116788321,0.0218978102189781,109,10,0,4.700480365792417,2.3978952727983707,0.102611008563719,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2127336187,0,https://doi.org/10.1136/bcr-2012-008390,https://pubmed.ncbi.nlm.nih.gov/23960147,2013,,unique,0,True,True,exclude,0.0,1.0,351.6083969989268,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0180513460113642,0.5628460118925569,223.61903106091103,-0.5270842786457349,0.1853598523682591,0.2962705,0.025220422390814,0.096938775510204,0.1386861313868613,0.0218978102189781,78,11,0,4.3694478524670215,2.4849066497880004,0.1602200196898057,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2118900259,1,https://doi.org/10.1001/archneurol.2012.1527,https://pubmed.ncbi.nlm.nih.gov/22945686,2012,,unique,0,True,True,include,0.96,0.04,369.5678889998817,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0554946932338645,0.984826737748616,286.5971135176715,1.288219358289408,0.9676030346524502,0.69477975,0.9436128767685052,0.1418181818181818,0.2846715328467153,0.0510948905109489,177,15,0,5.181783550292085,2.772588722239781,0.4395032079306087,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2130256616,0,https://doi.org/10.3174/ajnr.a2541,https://pubmed.ncbi.nlm.nih.gov/21757525,2011,,unique,0,True,True,exclude,0.0,1.0,412.5497950008139,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0200203914579208,0.636046750051261,243.99753688495412,0.0603133412022217,0.4613491900758663,0.60801125,0.758253024400246,0.1145038167938931,0.218978102189781,0.0437956204379562,155,18,0,5.049856007249537,2.9444389791664403,0.3035704075967527,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2076067778,0,https://doi.org/10.1097/wnn.0b013e31805d859e,https://pubmed.ncbi.nlm.nih.gov/17558252,2007,,unique,0,True,True,exclude,0.0,1.0,374.1857829991204,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0254084322762151,0.7830633586221037,259.2139370449261,0.4989165103352708,0.71539881074431,0.63545126,0.831248718474472,0.1187214611872146,0.1897810218978102,0.0437956204379562,108,11,0,4.691347882229144,2.4849066497880004,0.3537171206457153,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2623948558,0,https://doi.org/10.1016/s1474-4422(17)30124-2,https://pubmed.ncbi.nlm.nih.gov/28601473,2017,,unique,0,True,True,exclude,0.0,1.0,384.1806790005649,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0178356486374798,0.5525938076686487,242.21838194240783,0.0090303184126209,0.4326430182489235,0.42982864,0.1904859544802132,0.1140065146579804,0.2554744525547445,0.0510948905109489,205,16,0,5.327876168789581,2.833213344056216,0.341184088879931,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2011124719,0,https://doi.org/10.1002/ana.410050209,https://pubmed.ncbi.nlm.nih.gov/426479,1979,,unique,0,True,True,exclude,0.0,1.0,425.7007950000116,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0224180005159811,0.7123231494771376,221.4521296365804,-0.5895438500238903,0.1648554439204429,0.45209724,0.2409267992618413,0.0994475138121546,0.1313868613138686,0.0437956204379562,62,10,0,4.143134726391533,2.3978952727983707,0.3283094724273594,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2065464438,0,https://doi.org/10.1001/archneur.1991.00530180087022,https://pubmed.ncbi.nlm.nih.gov/2039386,1991,,unique,0,True,True,exclude,0.0,1.0,383.9427450002404,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.01033810346257,0.1865901168751281,236.846268747078,-0.1458174673738883,0.3498052081197457,0.5014664,0.3840475702275989,0.1096491228070175,0.1824817518248175,0.0218978102189781,116,11,0,4.762173934797756,2.4849066497880004,0.0771319973748705,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2010104330,0,https://doi.org/10.1016/j.jemermed.2012.01.055,https://pubmed.ncbi.nlm.nih.gov/22504087,2013,,unique,0,True,True,exclude,0.0,1.0,340.1009570006863,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.0189780027366172,0.6013942997744515,274.0664799161032,0.927031721850234,0.8989132663522658,0.19351304,0.0032807053516506,0.1355140186915887,0.2116788321167883,0.0072992700729927,106,9,0,4.672828834461906,2.302585092994046,0.1182253202890657,exclude,12313.0,382.0
Bos_2018,https://openalex.org/W2077392329,0,https://doi.org/10.1159/000088562,https://pubmed.ncbi.nlm.nih.gov/16192726,2005,,unique,0,True,True,exclude,0.0,1.0,935.950289000175,jev-1.13.0,success,JEV_SCREEN_V1_2026-09-21,4f249815241aa09ca3ba01de4d56e0e7ad0754397f15462baee68a3c9a3c9091,0.017043795653949,0.5189665778142301,253.38411932365244,0.3308756793150016,0.6214886200533115,0.6762715,0.9159319253639532,0.1317073170731707,0.1970802919708029,0.0437956204379562,95,15,0,4.564348191467836,2.772588722239781,0.2423958187927038,exclude,12313.0,382.0
